total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp,real
1072,815,236,21,3,80.99,236,90,146,2.4083,0.84,0.4,4,3.0,4,9,3,35,729,35,20,14.0,84961.26639,80.91536864,69.98459485,8.540460381,68816.19694,0.028901163,-0.0772,0.285714286,5.0014,2,0.0455,1.037041791,-0.0252,1
7,7,0,0,1,970.43,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,7,0,0,0,0.0,849.1270139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
298,183,76,39,5,11.33,76,35,41,2.0845,0.85,-0.88,4,2.769230769,4,6,3,17,150,17,8,7.0,3375.520556,1.409777035,11.28832497,36.39745202,41.78944444,0.014154545,1.3025,0.307692308,7.4006,5,-0.2859,0.579194444,-0.5071,0
34,31,3,0,2,3.25,3,0,3,0.0,0.0,0.0,0,0.0,0,0,1,28,1,1,0,110.4425,2.942595238,2.981738095,6.935833333,0.323888889,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
5133,2434,2066,633,6,2.54,2066,780,1286,20.0543,0.84,0.76,4,3.093206951,4,101,4,108,2039,110,66,29.0,13017.72167,2.529409168,2.533452528,32.35404875,491.3419444,0.04711519,1.6581,0.357030016,172.9512,110,-0.0115,10.47729352,-0.2321,1
94,34,58,2,2,4.88,58,23,35,-0.1644,0.0,0.0,0,0.0,2,2,19,21,19,8,11,458.7111111,0.277681287,4.828502924,23.04548493,0.0,-0.012646154,0.0,0.5,0.0,0.0,0,-0.0822,-0.1644,-0.1644,0
868,530,243,95,5,8.74,243,106,137,11.1803,0.89,0.82,4,2.768421053,4,20,3,94,459,98,40,27.0,3263.260556,8.729272791,3.655035481,22.99980372,144.7694444,0.127505634,2.8708,0.178947368,18.6629,7,-0.1711,4.685039855,-0.2204,0
3,3,0,0,1,735.52,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,3,0,0,0,0.0,551.6377778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
4,4,0,0,1,4.72,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,4,0,0,0,0.0,3.773944444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3,3,0,0,1,8762.23,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
2,1,1,0,2,1.65,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,0,1,3.300555556,0.0,0.0,3.300555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
19,15,2,2,2,2.96,2,1,1,-0.1531,0.0,0.0,1,1.0,1,1,1,3,13,3,1,0.0,20.9875,2.810430556,0.018333333,0.128541667,20.54722222,-0.07655,-0.1531,0.5,0.0,1,-0.1531,-0.1531,0.0,1
4623,1813,1824,986,5,20.55,1824,737,1087,87.7779,0.85,0.13,4,3.093306288,4,129,3,220,1532,260,58,43.0,94997.82806,20.53769818,16.90256362,30.93505167,79229.06333,0.311019929,0.5859,0.296146045,285.1995,152,-0.0538,34.38372299,-0.0651,1
3546,1020,2105,421,5,1.01,2105,638,1467,21.303,0.87,0.81,4,2.954869359,4,67,3,152,820,180,82,30.0,2670.567222,1.009999922,0.752790386,10.37431049,1265.395556,0.103311,-0.8766,0.29216152,89.3906,57,0.0131,5.005361359,-0.0031,1
38,8,29,1,2,43.86,29,6,23,0.0,0.0,0.0,0,0.0,0,1,1,24,4,24,19,5.0,114.9216667,42.73819801,2.945633903,0.32066092,43.01833333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
637,296,255,86,5,15.33,255,71,184,0.9607,0.85,0.94,4,2.825581395,4,21,3,63,230,63,39,14.0,472.7230556,15.31053466,0.710842476,2.630023585,20.45305556,-0.003030303,-0.4506,0.360465116,21.1612,15,-0.0175,-0.703490468,-0.0587,0
82,70,11,1,2,16.99,11,7,4,0.0,0.0,0.0,0,0.0,0,1,1,10,67,10,3,7.0,1393.042778,16.77312249,16.68664324,2.961136364,8.02,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
7591,5114,1396,1081,5,7.18,1396,746,650,40.5085,0.91,0.0,4,2.707678076,4,100,3,272,4493,349,80,50.0,54117.13806,7.180172989,6.106997241,30.87723081,49813.15361,0.013916747,0.0734,0.224791859,148.3781,103,-0.0477,14.95977223,0.2131,0
22,13,7,2,3,2779.02,7,4,3,-0.5597,0.0,0.0,1,1.0,1,1,1,4,9,6,3,1.0,60975.7325,2658.194348,333.092814,11.4395679,60975.535,-0.044475,-0.5597,1.0,0.0,1,-0.5597,-0.5597,-0.3818,1
1750,685,931,134,5,21.62,931,312,619,-18.1734,0.87,-0.42,4,2.813432836,4,26,3,117,533,119,74,20.0,37260.68639,21.61179088,21.2796567,36.34909581,19322.16528,-0.121357237,-0.0399,0.455223881,33.3435,20,-0.1231,-4.587756743,-0.1375,1
45,11,28,6,2,23.74,28,11,17,0.1102,0.0,0.0,2,1.666666667,2,3,2,29,9,29,15,8.0,1068.095556,22.92418478,4.046503623,1.199068627,881.9402778,0.0551,0.1102,0.333333333,0.0,3,0.0201,0.066766667,0.0,0
5,4,1,0,2,1135.86,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,3,1,0,1,5675.606944,946.5512963,0.0,0.876111111,5674.730833,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
36,30,6,0,2,1801.19,6,3,3,0.0,0.0,0.0,0,0.0,0,0,4,27,4,2,2,64842.93778,1752.503829,904.993003,0.191342593,31536.17833,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
38,27,11,0,2,714.29,11,5,6,0.0,0.0,0.0,0,0.0,0,0,4,21,4,1,3,27143.005,695.9726638,695.9742877,0.706969697,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
2213,1020,1028,165,5,6.17,1028,386,642,26.7394,0.86,0.49,4,3.115151515,4,34,3,116,833,143,68,49.0,13651.39028,6.025006022,6.165895438,15.43435569,12525.37472,0.130168984,3.3582,0.242424242,52.1771,22,0.1105,11.27905176,0.2481,0
154,89,47,18,2,273.98,47,20,27,3.8593,0.89,0.0,3,2.444444444,3,4,3,15,71,15,6,1.0,40085.66167,272.2104695,258.6162258,3.571085069,40062.68083,0.214405556,0.0,0.166666667,2.9472,2,0.5972,1.585476667,0.0877,1
311,132,128,51,5,8.66,128,42,86,-0.4433,0.86,-0.42,4,2.862745098,4,11,2,117,110,133,65,28.0,2325.849167,8.62866364,7.445923255,97.26319525,0.0,0.05695,1.6208,0.352941176,13.4791,7,0.0129,-1.525612195,-0.0145,0
353,143,147,63,5,3.39,147,51,96,-3.6982,0.91,0.04,4,2.619047619,4,10,3,140,118,144,58,35.0,195.2683333,3.380213434,0.550338198,13.97135726,51.88972222,-0.136984,0.54,0.285714286,9.8173,6,0.1899,-1.194590747,-0.1818,0
69,69,0,0,1,1036.67,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,69,0,0,0,0.0,1021.857532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
307,156,134,17,4,14.07,134,53,81,-3.977,0.87,0.19,3,2.470588235,3,3,2,27,129,28,16,7.0,4314.269444,14.00101912,14.00690296,10.51221065,32.57444444,-0.082703704,-0.9534,0.470588235,4.7452,3,-0.8271,-1.673053846,-0.7906,0
1786,1000,655,131,5,36.9,655,248,407,5.8455,0.86,-0.13,4,2.885496183,4,23,2,104,877,107,59,37.0,65889.6875,36.8802899,35.59214186,620.611732,63630.86,-0.00619187,-1.6161,0.312977099,30.0126,22,0.0709,2.195800906,0.6679,1
108,47,59,2,2,24.7,59,20,39,0.8809,0.0,0.0,1,1.0,1,1,1,50,44,50,36,13.0,998.98,24.47294343,6.853868502,5.662272313,710.6525,0.293633333,0.4594,0.0,0.0,1,0.8809,0.8809,0.4215,1
266,183,62,21,5,43.52,62,25,37,2.1462,0.85,-0.34,4,3.095238095,4,7,3,12,161,12,5,6.0,4806.804167,43.35217228,17.94052747,1.582260417,4453.413333,-0.054904545,-0.8147,0.285714286,7.5924,2,0.2084,0.421242,-0.1414,0
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
28,23,5,0,2,2598.43,5,1,4,0.0,0.0,0.0,0,0.0,0,0,5,22,5,4,1,72756.1025,2508.516657,0.314233716,5.917833333,72746.98306,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
95,75,20,0,2,7.96,20,11,9,0.0,0.0,0.0,0,0.0,0,0,11,72,11,7,4,31.47638889,7.873272569,0.327146991,3.098305556,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
92,30,59,3,2,105.18,59,30,29,0.5423,0.0,0.0,0,0.0,2,2,12,12,12,6,6,1775.272778,104.0535484,18.91220131,7.87375,1443.466389,0.030127778,0.5423,0.0,0.0,0.0,0,0.180766667,0.5423,0.5423,1
344,106,161,77,5,0.84,161,62,99,-3.1198,0.86,0.03,4,2.883116883,4,21,4,107,89,126,56,41.0,237.9833333,0.837921095,0.689623994,11.8812634,40.90555556,-0.222082353,-0.6066,0.415584416,13.7243,11,-0.0781,-1.801852021,0.6548,0
638,259,195,184,5,2.67,195,66,129,1.0648,0.85,0.0,4,3.043478261,4,34,3,181,227,195,68,31.0,1706.028056,0.647087898,2.65715919,29.45163277,11.05722222,-0.108103125,-3.2831,0.35326087,46.5076,31,0.026,1.305405773,-0.343,0
186,108,54,24,3,3.04,54,16,38,-6.7346,0.87,-0.61,4,3.0,4,7,3,16,91,16,6,7.0,99.37111111,3.022865419,0.53129085,1.623464506,0.268333333,-0.319247059,-0.8611,0.791666667,6.3942,1,-0.1639,-3.895323611,-0.0046,1
64,61,3,0,2,1130.92,3,3,0,0.0,0.0,0.0,0,0.0,0,0,2,59,2,0,2,28.24,1113.52059,0.350884615,2.015185185,5.299166667,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
234,74,147,13,3,1.34,147,71,76,2.3712,0.81,0.0,4,3.153846154,4,4,2,95,57,102,45,48.0,313.2661111,1.332037825,1.332377069,16.17364627,21.58944444,0.034558824,1.3866,0.230769231,3.6368,2,0.0906,1.26737619,0.3289,0
9,8,1,0,2,7062.9,1,0,1,0.0,0.0,0.0,0,0.0,0,0,1,7,1,1,0,58660.58694,6356.613389,0.0,1.561388889,58659.02556,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
955,246,622,87,5,31.53,622,256,366,-2.1721,0.88,0.0,4,2.747126437,4,16,2,101,157,101,53,42.0,29721.22472,31.4974878,31.08912541,10.20064244,5026.981389,0.011893258,-0.3561,0.333333333,18.7685,14,-0.0866,2.602186756,-0.074,1
164,154,8,2,2,16.71,8,4,4,1.173,0.0,0.0,0,0.0,2,2,4,149,4,1,3,2152.191667,16.61120539,12.98845286,188.518858,9.094166667,0.2346,0.0,0.0,0.0,0.0,0,0.5865,1.173,1.173,0
1625,1004,520,101,5,14.03,520,195,325,-17.5674,0.88,0.0,4,2.871287129,4,19,2,77,894,77,53,22.0,22535.96944,14.02352774,13.85973726,10.38291945,4449.173333,-0.149987273,-3.1441,0.465346535,24.1783,10,-0.3747,-5.344495422,-0.4769,0
12,6,4,2,2,259.22,4,2,2,-0.4767,0.0,0.0,1,1.0,1,1,1,5,4,5,2,2.0,86.03527778,239.2788889,0.193611111,1.094277778,83.49388889,-0.23835,0.0,0.5,0.0,1,-0.4767,-0.4767,-0.4767,0
4646,2754,1437,455,8,5.94,1437,549,888,51.2042,0.88,0.27,4,2.841758242,4,62,3,130,2288,165,64,38.0,27581.44722,5.928798508,5.93510939,15.2045643,25299.48083,0.056318884,0.2734,0.208791209,95.3501,52,0.0566,20.75559796,0.3994,1
3979,1018,1831,1130,5,2.1,1831,591,1240,66.5227,0.89,0.0,4,2.803539823,4,113,3,233,796,253,73,28.0,8366.84,2.100196748,2.096579983,26.08702327,2723.931389,0.24431982,1.3238,0.246902655,224.7727,140,0.1954,18.97713382,-0.0312,1
3743,1013,2086,644,5,1.45,2086,692,1394,53.9385,0.85,0.56,4,3.076086957,4,101,4,183,735,189,55,44.0,5410.646389,1.434492299,1.442879496,19.70859135,1472.026667,0.125965108,4.4149,0.315217391,170.2431,90,0.0509,19.56158002,-0.3016,1
39,31,7,1,2,15.22,7,3,4,0.0,0.0,0.0,0,0.0,0,1,1,8,30,8,4,3.0,264.5858333,14.835625,0.0870625,0.533333333,261.0825,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
21,20,1,0,2,833.36,1,0,1,0.0,0.0,0.0,0,0.0,0,0,1,19,1,1,0,17500.51667,1.739090909,0.0,17500.51667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1195,1150,37,8,2,4.82,37,12,25,0.9428,0.0,0.0,0,0.0,3,3,3,1115,3,3,0,3712.326944,4.81604306,3.039518069,63.19544444,91.85277778,0.026937143,0.0,0.25,0.0,0.0,0,0.88552,-0.117,-0.117,0
2173,1636,466,71,5,7.04,466,205,261,-7.342,0.85,0.0,4,3.014084507,4,17,3,53,1479,59,30,15.0,2353.306944,7.037526066,1.082471123,8.667134982,17.62111111,-0.040653503,-1.9343,0.436619718,17.0062,7,0.0579,-3.188171173,0.2933,0
771,446,200,125,5,15.08,200,69,131,0.1935,0.87,0.05,4,2.8,4,26,4,88,381,94,46,26.0,6974.003889,15.06242984,9.033462507,28.21448893,1.693888889,-0.02702,3.5478,0.336,28.9393,21,-0.0378,-0.720357362,-0.8116,0
14,13,1,0,2,1.54,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,12,1,0,1,0.018888889,1.434074074,0.0,0.018888889,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
9,7,1,1,2,5.94,1,1,0,0.0,0.0,0.0,0,0.0,0,1,1,1,5,1,0,1.0,1.302222222,4.479055556,0.0,1.302222222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
113,25,69,19,5,8.12,69,35,34,1.1562,0.84,0.05,4,3.0,4,8,3,69,17,76,26,32.0,432.9469444,8.051695906,3.708435673,9.543167305,165.7158333,-0.0342375,1.1062,0.315789474,5.5509,2,0.1532,0.480334545,-0.0844,0
3995,293,2295,1407,5,4.11,2295,751,1544,184.051,0.86,-0.31,4,3.0,4,167,3,263,182,304,67,52.0,16273.82472,4.106170198,2.366509635,82.10962668,12911.31417,1.552122523,33.8392,0.236673774,323.9754,148,0.0193,81.10975983,0.3755,0
9,9,0,0,1,46.23,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,9,0,0,0,0.0,41.60991667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3430,937,1863,630,5,20.67,1863,751,1112,34.5947,0.87,0.0,4,2.982539683,4,92,3,152,716,169,51,40.0,70896.49333,20.60977558,19.88504153,20.4275532,69220.53361,0.069720362,1.6251,0.285714286,150.3783,84,0.1625,10.94451623,0.1165,1
105,48,49,8,2,77.36,49,14,35,0.8009,0.0,0.0,3,2.75,3,3,2,25,36,25,13,8.0,8123.071667,76.63271751,76.55912212,86.16781189,7.577777778,0.066741667,0.4543,0.5,0.0,1,0.4529,0.34922,0.0,0
67,23,38,6,4,1212.37,38,8,30,-0.5805,0.0,0.0,0,0.0,3,3,33,19,33,26,7,79876.66806,1194.541181,505.06096,8.716571637,79735.18167,-0.0626,-0.8405,0.5,0.0,0.0,0,-0.2879,-0.1325,0.0287,1
3,3,0,0,1,49.39,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,3,0,0,0,0.0,37.04319444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
4,4,0,0,1,5.53,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,4,0,0,0,0.0,4.424833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
2423,775,1329,319,5,3.04,1329,571,758,-35.7875,0.87,-0.1,4,2.896551724,4,53,3,127,583,181,85,54.0,6703.204444,3.035806977,2.760900371,42.97443011,12.65222222,-0.153761979,-2.0212,0.420062696,68.7674,44,-0.294,-13.47104034,-0.4342,0
3,2,1,0,2,1840.65,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,1,1,0,1,96.42722222,1380.484306,0.0,96.42722222,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
50,42,8,0,2,49.22,8,5,3,0.0,0.0,0.0,0,0.0,0,0,3,37,3,1,2,393.6580556,48.25013617,7.717254902,1.637048611,2.348888889,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3339,1495,1141,703,5,22.15,1141,446,695,55.4598,0.88,0.59,4,2.86913229,4,93,3,167,1170,208,69,24.0,73972.8975,22.09722929,5.819437874,10.80353613,54654.83222,0.134570769,0.0,0.250355619,148.6416,83,-0.0101,19.64265994,-0.6093,1
486,185,258,43,5,88.86,258,129,129,9.631,0.9,0.44,4,3.023255814,4,8,3,115,146,122,53,43.0,22724.78583,88.67897502,46.66272872,7.173082497,17979.20444,0.15504359,0.3159,0.186046512,8.469,5,0.2176,3.216832283,0.0084,1
2105,440,1386,279,5,40.3,1386,441,945,13.8555,0.87,0.0,4,2.867383513,4,43,4,168,328,185,75,28.0,84830.26611,40.24953783,29.71463702,66.36891592,72812.03639,0.025241964,1.85,0.258064516,63.8605,37,-0.0942,6.948682418,-0.2629,1
47,30,15,2,2,102.68,15,6,9,-0.5574,0.0,0.0,0,0.0,2,2,8,25,8,5,3,193.7752778,100.5367245,4.021684028,7.992712418,15.14277778,-0.11148,0.0,0.5,0.0,0.0,0,-0.2787,-0.5574,-0.5574,0
15,14,1,0,2,2660.7,1,0,1,0.0,0.0,0.0,0,0.0,0,0,1,13,1,1,0,31675.46444,2494.406111,0.0,0.019166667,31675.44528,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
259,207,38,14,5,41.37,38,12,26,-3.0625,0.92,0.0,2,1.928571429,2,3,2,11,186,11,4,7.0,6776.306389,41.21331517,26.05182585,10.22671958,6.967777778,-0.097871429,-0.7661,0.428571429,2.5272,2,-1.0603,-1.5471,-0.5106,0
133,123,10,0,2,15.63,10,6,4,0.0,0.0,0.0,0,0.0,0,0,10,122,10,4,6,89.36444444,15.51026741,0.558397595,20.20877778,12.99222222,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
24,20,3,1,2,2310.73,3,1,2,0.4939,0.0,0.0,0,0.0,0,1,1,3,18,3,2,1.0,55430.78194,2218.298744,0.234233333,2.24787037,55424.75222,0.24695,0.4939,0.0,0.0,0,0.4939,0.4939,0.4939,1
4,4,0,0,1,1.7,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,4,0,0,0,0.0,1.358222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
22,17,4,1,2,192.66,4,1,3,0.0,0.0,0.0,0,0.0,0,1,1,5,16,5,3,1.0,0.141944444,184.2838527,0.003490338,0.081944444,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
5465,1825,2552,1088,5,10.46,2552,981,1571,34.94,0.86,-0.66,4,2.963235294,4,126,3,238,1356,274,78,24.0,56970.575,10.42425377,10.34739125,608.1204895,13754.52361,0.006518337,1.1584,0.320772059,252.4405,174,0.018,11.60654085,0.1442,1
91,30,61,0,2,51.75,61,18,43,0.0,0.0,0.0,0,0.0,0,0,31,22,31,23,8,4684.648889,51.18627114,50.91950483,0.536352459,4684.224167,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
117,32,80,5,2,1.73,80,26,54,-1.0814,0.0,0.0,0,0.0,3,2,44,24,44,27,14,202.5438889,0.474385593,1.715590866,5.870964052,1.462777778,-0.135175,0.0,0.8,0.0,0.0,0,-1.071642857,0.2133,0.2133,0
20,16,0,4,3,440.65,0,0,0,1.3851,0.0,0.0,2,1.5,2,2,1,3,15,4,0,0.0,0.0,419.6647751,0.0,0.0,8779.911111,0.9447,1.3851,0.0,0.0,2,0.9447,1.0259,0.7184,1
2,2,0,0,1,201.58,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,0,0,0.0,134.3860185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
145,109,29,7,2,47.79,29,11,18,1.5078,0.0,0.0,0,0.0,2,2,10,97,10,6,1,3532.148611,47.46260464,24.13450913,29.74574074,2260.178889,0.12565,0.0,0.285714286,0.0,0.0,0,0.565842857,0.6665,0.7506,0
34,8,9,17,5,2158.42,9,4,5,3.5871,0.84,0.0,4,2.764705882,4,4,3,5,4,8,2,4.0,64296.72,2096.731437,172.9049286,0.367575758,58245.02667,0.325475,2.8318,0.117647059,3.6356,1,0.546,1.760033333,0.2472,1
576,238,214,124,5,17.62,214,83,131,16.8582,0.89,-0.31,4,2.60483871,4,27,2,151,199,157,50,39.0,6863.335,17.59222655,11.87754814,9.369407407,9.552777778,0.383941026,1.5922,0.201612903,28.4424,18,0.903,5.207774821,0.3123,0
75,70,3,2,2,84.12,3,0,3,-0.6597,0.0,0.0,0,0.0,2,2,2,66,2,1,0,119.2441667,83.01338816,1.543980263,0.173611111,1.896666667,-0.164925,0.0,0.5,0.0,0.0,0,-0.32985,-0.6597,-0.6597,0
1306,581,607,118,5,68.17,607,230,377,-3.2258,0.85,0.32,4,2.983050847,4,29,2,103,482,105,77,17.0,88550.68389,68.11323769,55.52788383,14.47173621,77904.31722,-0.019408081,-0.6318,0.338983051,28.6412,17,-0.3204,0.134192159,0.2126,1
331,312,5,14,5,29.36,5,2,3,-0.9125,0.82,-0.53,4,3.0,4,4,2,2,301,2,0,0.0,2570.447222,29.27599398,7.683500669,1.785777778,232.6008333,-0.041490909,0.1059,0.428571429,4.4461,3,0.0135,-0.3021,-0.1843,0
118,113,5,0,2,186.72,5,2,3,0.0,0.0,0.0,0,0.0,0,0,1,108,1,0,1,22032.92528,185.0842087,185.1371639,1.969388889,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
2,1,0,1,2,0.14,0,0,0,0.6369,0.0,0.0,0,0.0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6369,0.6369,0.0,0.0,0,0.6369,0.6369,0.6369,0
1309,1172,107,30,3,14.95,107,46,61,-3.828,0.84,0.62,4,3.1,4,5,3,14,1105,14,6,7.0,17703.98139,14.93585772,13.47985284,21.35384016,14083.17667,-0.068831343,-0.3665,0.466666667,9.932,5,-0.1013,-2.355698333,-0.0237,0
7,7,0,0,1,8104.19,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,7,0,0,0,0.0,7091.166424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
3261,431,1847,983,5,6.5,1847,790,1057,129.7907,0.9,-0.38,4,2.783316378,4,90,3,274,334,304,77,34.0,20207.46111,6.49502163,5.104822025,120.636133,15289.95333,1.122028866,20.9262,0.173957274,215.5602,93,0.2575,49.90565984,0.013,1
6698,1540,3201,1957,5,6.37,3201,1059,2142,-84.5737,0.86,0.84,4,2.955033214,4,197,3,293,1127,542,215,67.0,42651.47833,6.36569206,6.3570343,12.40960383,37433.10222,-0.195615738,0.279,0.385283597,415.6089,266,-0.0192,-29.89204944,-0.4355,1
279,196,52,31,5,11.91,52,21,31,1.0924,0.82,0.93,4,3.096774194,4,10,2,21,171,26,11,4.0,2983.665833,11.87172817,10.65577679,0.889287281,10.38166667,-0.004408,0.951,0.387096774,8.2579,7,0.0713,0.843529808,-0.0295,0
16,1,14,1,2,9.31,14,5,9,0.2942,0.0,0.0,0,0.0,0,1,1,15,0,15,9,5.0,148.9413889,0.0,8.759542484,26.81224074,0.0,0.2942,0.2942,0.0,0.0,0,0.2942,0.2942,0.2942,1
3561,968,1778,815,5,6.79,1778,716,1062,12.087,0.88,0.0,4,2.879754601,4,86,3,262,763,344,81,51.0,24172.05,6.786036481,6.632157418,1370.036624,2578.630278,0.038433171,0.8692,0.285889571,177.2003,111,-0.0355,8.863476492,-0.1705,1
5,3,0,2,3,17753.42,0,0,0,0.1137,0.0,0.0,0,0.0,2,2,1,2,2,0,0,0.0,14794.51889,0.0,0.0,42974.24806,0.34,0.1137,0.5,0.0,0.0,0,0.05685,0.1137,0.1137,1
347,134,148,65,5,12.74,148,53,95,-9.7677,0.85,-0.52,4,2.969230769,4,19,3,98,113,106,45,35.0,4419.622778,10.75126596,12.69999202,31.8510467,0.0,-0.416619048,-1.1793,0.507692308,14.8955,7,-0.2868,-4.525356642,0.6398,0
3204,1012,1404,788,5,0.03,1404,530,874,119.6621,0.89,-0.88,4,2.979695431,4,90,4,286,749,298,74,15.0,99.30861111,0.016709048,0.030814006,6.73214438,24.93611111,0.397559316,0.0,0.182741117,171.095,72,0.0973,52.93513698,0.8578,1
26,21,4,1,2,67.04,4,2,2,-0.1083,0.0,0.0,0,0.0,0,1,1,3,19,3,1,1.0,101.0238889,64.55949588,3.721430041,23.12055556,0.611944444,-0.05415,0.0,1.0,0.0,0,-0.1083,-0.1083,-0.1083,0
1930,721,890,319,5,1.41,890,311,579,-38.3933,0.89,-0.9,4,2.890282132,4,44,3,166,565,237,96,46.0,2317.046944,1.406122044,1.199807095,58.40639943,21.12138889,-0.241480769,-14.5342,0.404388715,76.0185,31,0.0445,-17.77387046,-0.8079,0
1006,744,233,29,3,98.75,233,99,134,1.761,0.85,0.12,4,2.75862069,4,6,3,51,672,51,28,14.0,76223.46528,98.64928914,42.4771985,147.9675077,74909.22972,0.024458333,0.3724,0.24137931,6.0745,4,0.5513,1.158517143,0.092,1
51,49,2,0,2,8.78,2,0,2,0.0,0.0,0.0,0,0.0,0,0,1,47,1,1,0,424.4783333,8.609935897,8.066089744,1.177916667,2.710833333,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
